Filename,Author,Date,SHA
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,scottyab,2015-06-26T15:50:40Z,d246945d2575623ca137fcc0a4ef1eb8f3c68fab
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,grubeli,2021-11-16T14:04:57Z,091a157959a2de58abc4b51b99fb9189ecd284e2
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,scottyab,2021-05-24T07:46:20Z,d9057ce490c3481bc9be852e343678c93860e6a8
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,scottyab,2021-05-24T07:45:07Z,c0840f172dfe0ec292f49b0a49baeba2dc26b8ed
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,scottyab,2021-05-21T14:40:38Z,88dbbd2328a28541740b00bff818b5fcba21da40
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,ArtsemKurantsou,2024-08-05T18:31:03Z,3e41e6aefabf3ab3454fee2daf3495eef28d4bc9
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,ArtsemKurantsou,2024-08-04T19:40:34Z,4423a92931a31cd0b64c3872814b47a79c0fefc3
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,ArtsemKurantsou,2024-08-04T19:40:34Z,4423a92931a31cd0b64c3872814b47a79c0fefc3
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,ArtsemKurantsou,2024-08-04T19:40:34Z,4423a92931a31cd0b64c3872814b47a79c0fefc3
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,scottyab,2024-09-12T10:16:21Z,52470e427026fda0b134e7680d8301636682deee
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,stealthcopter,2019-03-14T12:24:58Z,8b985d927ff18acc804440a84c6d2b5efee0c6d9
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,scottyab,2016-03-16T14:05:46Z,a649adb07c171387fbe20e468886c7a36ebfacd6
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Mohammed Ezzat,2016-03-15T13:13:43Z,bb880410733bca57af216d56f2e2c8aec4626907
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,scottyab,2015-06-30T14:14:08Z,4926749156fbd8e1d48ec713aaf1269e84e8b6b5
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2021-05-24T07:35:11Z,4adecf81fb4bddd831f6c12cf7dcec80b012a6c5
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2019-03-14T12:24:58Z,8b985d927ff18acc804440a84c6d2b5efee0c6d9
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2017-03-29T11:18:37Z,1d91999332432d5bb85facfb184fa5b525a8667c
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,scottyab,2015-06-30T14:45:20Z,8cb5e85b11a596ca68e2e099a51780c277ca4bfc
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2015-06-30T14:36:54Z,2920f344669151ddcc7ef624d1c1ecc0ad878ba5
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,scottyab,2015-06-30T14:14:20Z,2b4d828943c17d66a1f04cb02b2da0930ad5192d
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2015-06-30T14:14:02Z,e9511c315e1ea80769b734483a5e64e133c5a2ee
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,stealthcopter,2015-06-26T15:57:05Z,13187afc81827b88c2996dd900a45ccb0eef6132
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,scottyab,2015-06-26T15:50:40Z,d246945d2575623ca137fcc0a4ef1eb8f3c68fab
rootbeerlib/src/main/cpp/toolChecker.cpp,scottyab,2021-05-22T13:42:21Z,2fae04b08146f14f688f85bbe6113ee340a3c337
rootbeerlib/src/main/cpp/toolChecker.h,scottyab,2021-05-22T13:42:21Z,2fae04b08146f14f688f85bbe6113ee340a3c337
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,stealthcopter,2020-02-03T20:42:40Z,7815ef83b8b88b1ef1fab3ea30f4c8d7712dff19
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,danielkutik,2019-11-16T02:39:54Z,1ea425289fbd480147be2e584def97b2f89497ad
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,stealthcopter,2019-03-14T12:24:58Z,8b985d927ff18acc804440a84c6d2b5efee0c6d9
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,stealthcopter,2018-03-20T17:57:33Z,1a87fc43254349a7bfe72a8e57e8aa2662f07130
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,p2paltvnv,2018-03-16T16:42:19Z,bfba45649d5b94d4843443dcbddaab40c88132e6
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,stealthcopter,2017-03-29T11:18:37Z,1d91999332432d5bb85facfb184fa5b525a8667c
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,stealthcopter,2017-02-15T12:53:36Z,55a4c8f28bf53e479a485fb9ba44279144f6526e
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,scottyab,2016-07-01T20:13:06Z,4a2529a807bf4de31211e622a102410eb9bd995b
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,scottyab,2016-07-01T14:25:44Z,8fe8cf3c9e76b7eaabc3d7732ab04ab2dc8e8c1c
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,andyb129,2016-07-01T14:40:45Z,8970ccf943e064e6fedd929279f0d804b43e6ff2
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,stealthcopter,2020-02-03T20:42:40Z,7815ef83b8b88b1ef1fab3ea30f4c8d7712dff19
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,danielkutik,2019-11-16T02:34:24Z,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2017-03-24T14:16:12Z,b09e4cbd78cb1acaadb0bbbd5407163857865e3e
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,stealthcopter,2017-03-24T13:41:16Z,e8c54eca9e643d6ec93064ed4a15254a14685981
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2016-07-01T20:13:52Z,8156ec0fa01ec4a37760f0f49f9aa0497232827a
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,andyb129,2016-07-01T14:40:45Z,8970ccf943e064e6fedd929279f0d804b43e6ff2
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2016-04-01T15:04:36Z,8aeacefda0459f28a1f18e29c0ec4a5000a8aff4
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Mohammed Ezzat,2016-03-16T14:14:44Z,9709a8dbb7607a976334d0433687dc1ddaa56de5
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2015-09-16T12:14:10Z,7d5eb66fd85ca9c7fcbf8275e9bff713271352b7
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2015-06-30T14:45:12Z,9bb704339eddab021e2c54e1df2aea72a8950ebb
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2015-06-30T14:14:08Z,4926749156fbd8e1d48ec713aaf1269e84e8b6b5
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2015-06-29T13:06:14Z,57a0ccf5794e9890e1c438ab1f424401c046341d
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,scottyab,2015-06-26T15:50:40Z,d246945d2575623ca137fcc0a4ef1eb8f3c68fab
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,stealthcopter,2020-02-03T20:42:40Z,7815ef83b8b88b1ef1fab3ea30f4c8d7712dff19
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,danielkutik,2019-11-16T02:39:54Z,1ea425289fbd480147be2e584def97b2f89497ad
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,danielkutik,2019-11-16T02:34:24Z,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,stealthcopter,2017-05-12T21:31:11Z,c3715fc19d306dfce8b4a1a436c3839061148110
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,friederbluemle,2017-05-11T16:55:33Z,4d3da918778eabdf01fd0fbebefcb04edc4aca32
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,andyb129,2016-07-01T14:40:45Z,8970ccf943e064e6fedd929279f0d804b43e6ff2
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,scottyab,2021-05-08T14:18:37Z,3163211e242e6310117c5c92dfe4f0c6c7cc18b2
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2020-02-03T20:42:40Z,7815ef83b8b88b1ef1fab3ea30f4c8d7712dff19
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2020-02-03T20:42:27Z,87f301992a28d6edb1b360d66cb93949ea1bbcfb
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,danielkutik,2020-01-31T00:54:28Z,a00e3f7b65dfb8b9de43c2f265dccdee989bd790
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,mat,2020-01-30T16:12:36Z,94b0dddab9f3fd26ce77f09db64598566eb863c3
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2020-01-30T13:05:20Z,53b32c3371fb5cdcf2f1dba3620cfc4fa95b0ffc
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,mat,2020-01-28T13:03:18Z,b8986907f154b243184862a3766a4c6c7b3a4271
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,danielkutik,2019-11-16T02:34:24Z,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2019-03-14T12:24:58Z,8b985d927ff18acc804440a84c6d2b5efee0c6d9
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2018-06-14T15:53:38Z,6d1e100ae937d1180a591792ff52c5446a302023
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2018-05-11T13:16:33Z,e820055a226cd2c5cdb427b80f264bb9b1384ccf
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2018-05-11T11:04:52Z,72bf1ce12f2408db8bef259d480335eb1ededfeb
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,stealthcopter,2017-10-31T18:57:32Z,279ab654aeadad80119abf615076b22eb07f2029
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,namouchislim,2020-07-21T13:19:44Z,f9ec6c9ab1e6ee1ff1274f6bfe3aa1ba7f4f68f1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2020-07-21T13:10:44Z,bb43b749ed81657ee8a2bdcfe0770e4499966a36
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2020-02-07T14:44:11Z,c7ab1a6203f44ba19aea07f37681ae34e7a66204
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,mat,2020-02-07T09:43:09Z,89cd69abb034c007a4ee8e3be7baae7f7b5de37e
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,danielkutik,2020-01-31T00:54:28Z,a00e3f7b65dfb8b9de43c2f265dccdee989bd790
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2020-01-30T13:05:20Z,53b32c3371fb5cdcf2f1dba3620cfc4fa95b0ffc
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2020-01-30T13:05:03Z,6c29d4021ce9f54f12a417585f34b466797c0fb0
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,mat,2020-01-28T14:06:12Z,d1b40829bf88d238dc0f83214c4208c7eef407ad
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,mat,2020-01-28T13:03:18Z,b8986907f154b243184862a3766a4c6c7b3a4271
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,mat,2020-01-28T12:41:49Z,0ff04d397ee8f7d336dcc29c5717d996552f5f2c
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,BlizzedRu,2019-12-09T10:32:18Z,59c387ef07075c5919f95569cbcd513c8a8f7c4a
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2019-03-14T12:24:58Z,8b985d927ff18acc804440a84c6d2b5efee0c6d9
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-06-14T15:53:38Z,6d1e100ae937d1180a591792ff52c5446a302023
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-05-11T12:00:38Z,eff3329618c9b0ad1b7f782383be323183dc665a
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-05-11T12:00:38Z,7419587c693ce2e6758a71528538b7c989bd9db9
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-05-11T11:04:28Z,77919fc8cb4683bc218af4d068cb68d1267d8461
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-05-11T10:59:44Z,8019212fccc48c618f7dd335ee909e9717cd7385
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2018-03-20T17:57:33Z,1a87fc43254349a7bfe72a8e57e8aa2662f07130
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,p2paltvnv,2018-03-16T16:49:07Z,d3a3cf91bc4f60da7a07336b9ea33e9ae25fa9a6
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,p2paltvnv,2018-03-16T16:42:19Z,bfba45649d5b94d4843443dcbddaab40c88132e6
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,p2paltvnv,2018-03-16T12:14:23Z,1853c45fc9d72160eb855613a2c906f1186e8a7f
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-09-29T08:23:05Z,476f81fd38954a9452886c1dc6401db688aaf871
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,friederbluemle,2017-08-19T16:20:33Z,0f9c169454010de9080427d645f491867856e376
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,awaseem,2017-08-11T15:34:54Z,4151dc37a82a28da94ee4bfed5fb679820d7233a
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,LeonKarabchevsky,2017-06-11T14:34:20Z,797d3950442d64836fffa78df03ffdf963f74a5b
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,BIOCATCH\Leon.Karabchevsky,2017-06-07T07:53:52Z,65c7647ffbbe013c11e5862b7ab52307ca6d5dfe
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-05-12T21:21:12Z,aad7a2b1754a1aeefa2101688c24c2918fd257ef
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,vyas-n,2017-05-10T19:44:29Z,68943207c5de1bea38b46b073fce9af595a3c6cd
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-29T11:18:37Z,1d91999332432d5bb85facfb184fa5b525a8667c
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-24T16:11:58Z,91e0a1137bb78c1e33e209ca0cd3f8946f8682fe
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2017-03-24T14:16:12Z,b09e4cbd78cb1acaadb0bbbd5407163857865e3e
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-24T13:31:19Z,51151efbd9a53a88a01425f02bc46f55156cbda2
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-13T22:05:11Z,82fb875698341f468a5a067cc533a3479b35baf4
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-02-15T12:53:36Z,55a4c8f28bf53e479a485fb9ba44279144f6526e
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,leocadiotine,2016-09-14T21:25:21Z,4b04449da08a200e04cc5d0d341ffc06f8e251ab
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2016-05-17T15:20:15Z,7bb978d2c6e2a4c9d30589b835f7799e3e9ba47f
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2016-04-18T16:36:03Z,ed600d02aa5bd2dfc91c3df1987eaf35be5f2a85
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2016-03-16T14:05:46Z,a649adb07c171387fbe20e468886c7a36ebfacd6
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,Mohammed Ezzat,2016-03-15T13:13:43Z,bb880410733bca57af216d56f2e2c8aec4626907
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-12-30T16:22:10Z,0d0e576029c4120050378f48ac3d4d513146139f
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-22T10:17:02Z,74f3a20e365567dfe881d83fae6ec354cabc9c9b
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-22T10:11:09Z,f159dd1b19a022ff8e07848b56fd49582cb6cf7d
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-12-22T09:06:26Z,096cee7f72635574fb5f07a97d15590e4eabaec3
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-21T20:44:58Z,08f3cdd79168aafeeadff5b14bc329f140af2bf8
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-21T20:43:55Z,322560d3be1bb8cfe27d1b66175813f6f21b46bb
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:45:20Z,8cb5e85b11a596ca68e2e099a51780c277ca4bfc
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:45:12Z,9bb704339eddab021e2c54e1df2aea72a8950ebb
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-06-30T14:36:54Z,2920f344669151ddcc7ef624d1c1ecc0ad878ba5
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:14:20Z,2b4d828943c17d66a1f04cb02b2da0930ad5192d
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:14:08Z,4926749156fbd8e1d48ec713aaf1269e84e8b6b5
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-06-30T14:14:02Z,e9511c315e1ea80769b734483a5e64e133c5a2ee
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-29T13:06:59Z,ec2427eb932e87ee0397d7a471997eb2fbb0b9fd
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-26T15:50:40Z,d246945d2575623ca137fcc0a4ef1eb8f3c68fab
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,stealthcopter,2020-02-07T14:44:11Z,c7ab1a6203f44ba19aea07f37681ae34e7a66204
